opus_no,subpanel,coordinator_title,institution,name_short
3,ST3,dr hab.,Instytut Fizyki PAN,Szumy transportu i metastabilne stany opornościowe w manganitach
3,HS2,dr hab.,"Uniwersytet Marii Curie-Skłodowskiej, Wydział Humanistyczny",Kultury wizualne fantastyki naukowej
3,HS4,dr hab.,"Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie, Wydział Geograficzno-Biologiczny",Przekształcenia wybranych struktur społeczno-demograficznych Krakowskiego Obszaru Metropolitalnego
10,NZ9,dr hab.,Instytut Chemii Bioorganicznej Polskiej Akademii Nauk,Rola transporterów błonowych w kaskadzie sygnałowej cytokinin podczas symbiozy bobowatych z bakteriami brodawkowymi
2,ST7,dr hab.,Instytut Techniki i Aparatury Medycznej ITAM,Przetwarzanie i analiza sygnałów biomedycznych zorientowane na użytkownika z wykorzystaniem metod Inteligencji Obliczeni...
7,HS3,dr hab.,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Historyczny",Historia osadnicza irackiego Kurdystanu 2
3,ST10,dr hab.,Instytut Geografii i Przestrzennego Zagospodarowania im. S. Leszczyckiego PAN,Rola człowieka i zdarzeń ekstremalnych w przemianach środowiska przyrodniczego na pograniczu gór i piedmontu Wschodnich ...
3,ST5,dr hab.,"Politechnika Wrocławska, Wydział Chemiczny",Efekt rozmiarowy w spektralno rozdzielczych nieliniowych badaniach optycznych koloidalnych roztworów półprzewodnikowych ...
3,ST8,dr hab.,"Uniwersytet Śląski w Katowicach, Wydział Informatyki i Nauki o Materiałach",Wpływ struktury atomowej warstwy pośredniej na właściwości elektronowe złącza metal/półprzewodnik z udziałem wysokociśni...
10,ST8,dr hab.,Instytut Wysokich Ciśnień Polskiej Akademii Nauk,Optymalizacja technologii wytwarzania platform SERS na funkcjonalizowanych trawieniem podłożach GaN jako sensorów do bad...
11,ST8,dr hab.,Instytut Fizyki Jądrowej im. Henryka Niewodniczańskiego Polskiej Akademii Nauk,Dualna metoda pomiaru dawek promieniowania jonizującego w czasie rzeczywistym w oparciu o wysokoczułe kryształy luminesc...
10,ST2,dr hab.,Narodowe Centrum Badań Jądrowych,Dynamika ewolucji plazmy teorii Yanga-Millsa
3,ST10,dr hab.,"Uniwersytet Wrocławski, Wydział Nauk o Ziemi i Kształtowania Środowiska",Modelowanie stężeń i depozycji zanieczyszczeń atmosferycznych a ekspozycja ludności i ekosystemów na ich szkodliwe dział...
4,HS5,dr hab.,"Uniwersytet Mikołaja Kopernika w Toruniu, Wydział Prawa i Administracji",Karnoprawna reakcja na zjawisko kradzieży tożsamości
3,ST8,dr hab.,"Politechnika Łódzka, Wydział Mechaniczny",Wykładniki Lapunowa w modelowaniu ruchu ze zderzeniami układów mechanicznych o znaczącej masie elementów sprężystych...
10,ST4,dr hab.,"Politechnika Warszawska, Wydział Chemiczny, Wydział Chemiczny",Polimerowe Filmy Antybakteryjne
5,HS5,dr hab.,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Prawa i Administracji",Wykonanie wyroku sądu administracyjnego
11,ST5,dr hab.,"Politechnika Warszawska, Wydział Chemiczny",Kowalencyjne i hybrydowe materiały porowate oparte na związkach boroorganicznych
3,NZ4,dr hab.,"Uniwersytet Jagielloński - Collegium Medicum, Collegium Medicum, Wydział Lekarski",Rola fragmentów mikroRNA krążących we krwi w patogenezie raka żołądka
3,ST8,dr hab.,Instytut Maszyn Przepływowych im. Roberta Szewalskiego PAN,Badania produkcji wodoru z substancji ciekłych za pomocą plazmy wyładowania mikrofalowego
3,ST5,dr hab.,Instytut Chemii Fizycznej PAN,Modyfikacja powierzchni węglem wprowadzanym plazmowo i osadzanym z roztworu w celu poprawy własności elektrokatalityczny...
8,NZ5,dr hab.,"Uniwersytet Medyczny w Łodzi, Wydział Lekarski, Wydział Lekarski",MikroRNA jako czynniki sprawcze i modyfikujące obraz choroby w zespole cukrzycy i torbielowatości nerek (RCAD)
9,NZ8,dr hab.,Instytut Ochrony Roślin - Państwowy Instytut Badawczy,"Dynamika ewolucyjna wirusa czarnej pierścieniowej plamistości pomidora (Tomato black ring virus, TBRV) i jego adaptacja ..."
10,HS3,dr hab.,"Uniwersytet Marii Curie-Skłodowskiej w Lublinie, Wydział Humanistyczny, Wydział Humanistyczny",Polska w geopolitycznym obrazie świata kształtowanym przez prasę amerykańską XVIII. wieku
3,ST4,dr hab.,Centrum Badań Molekularnych i Makromolekularnych PAN,Badania strukturalne kompleksów enzymów hydrolitycznych z substratami heteroorganicznymi i ich analogami
5,NZ5,dr hab.,"Uniwersytet Medyczny w Łodzi, Wydział lekarski",Poszukiwanie biomarkerów cukrzyc monogenowych z wykorzystaniem analizy metabolomicznej płynów ustrojowych
10,NZ5,dr hab.,"Uniwersytet Medyczny w Łodzi, Katedra Genetyki Klinicznej i Laboratoryjnej",Rola genetycznych czynników w patomechanizmie innych specyficznych form cukrzyc wieku rozwojowego
9,HS4,dr hab.,Instytut Rozwoju,Gospodarowanie przestrzenią morską
4,ST5,dr hab.,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Fizyki",Symulacje Monte Carlo mieszanin kopolimerów trójblokowych ABA z selektywnymi rozpuszczalnikami i homopolimerami
11,ST10,dr hab.,Państwowy Instytut Geologiczny - Państwowy Instytut Badawczy,Stratygrafia magnetyczna i wahania dopływu materiału terygenicznego w głębokomorskich osadach jury górnej (kimeryd - tyt...
5,HS1,dr hab.,"Politechnika Opolska, Wydział Inżynierii Produkcji i Logistyki",Skończenie rozgałęzione struktury relacyjne w badaniach nad logikami modalnymi
12,ST5,dr hab.,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Chemii",Nowe katalizatory hydrometalacji alkenów i alkinów
4,ST5,dr hab.,"Uniwersytet Jagielloński, Wydział Chemii","Sieci metalo-organiczne MOF oparte na polifunkcyjnych ligandach hydrazonowych: synteza, struktura i właściwości fizykoch..."
4,ST5,dr hab.,"Uniwersytet Łódzki, Wydział Chemii",Badanie tiazynowych produktów reakcji N-homocysteinylowanych białek i ich metabolitów z aldehydami
10,HS4,dr hab.,"Uniwersytet Warszawski, Ośrodek Badań nad Migracjami, Ośrodek Badań nad Migracjami",Wplyw akumulacji wlasnosci przez migrantow ekonomicznych na ich mobilnosc i integracje: Polscy migranci w krajach Unii E...
4,ST4,dr hab.,"Uniwersytet Marii Curie-Skłodowskiej, Wydział Chemii",Badanie wpływu jonowego i niejonowego poliakryloamidu na mechanizm stabilności wodnych suspensji tlenków metali
9,NZ3,dr hab.,"Gdański Uniwersytet Medyczny, Wydział Farmaceutyczny z Oddziałem Medycyny Laboratoryjnej","Czy miRNA decydują o losie komórki podczas odpowiedzi na niezwinięte białka (UPR, unfolded protein response)?"
5,HS4,dr hab.,"Uniwersytet Warszawski, Wydział Nauk Ekonomicznych",Poszukiwanie uniwersalnej metody szacowania równania płacy dla Polski i jej zastosowania w badaniach ekonomicznych dla P...
5,HS1,dr hab.,"Uniwersytet Jagielloński, Wydział Filozoficzny",Deskryptywne użycia wyrażeń jednostkowych i ich konsekwencje dla semantyki języka naturalnego
5,NZ4,dr hab.,"Uniwersytet Jagielloński - Collegium Medicum, Collegium Medicum, Wydział Lekarski",Rola układów sygnałowych proteomu krwi wrotnej w regulacji składowych niszy premetastatycznej uczestniczących w powstawa...
12,ST10,dr hab.,Instytut Podstaw Inżynierii Środowiska Polskiej Akademii Nauk,Zróżnicowanie technogenicznych cząstek magnetycznych w środowisku glebowym w zależności od źródeł emisji i ich rola w tr...
10,HS3,dr hab.,"Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie, Wydział Humanistyczny",Supremacja polityczna Habsburgów a proces kształtowania się elit galicyjskich w XIX wieku
3,HS3,dr hab.,"Uniwersytet Warszawski, Wydział Historyczny",Wpływ czynników środowiskowych na dzieje osadnictwa na stanowisku Tell el-Retaba
10,ST7,dr hab.,"Politechnika Wrocławska, Wydział Elektroniki",Zaawansowane metody optymalizacji sieci optycznych z elastycznością przestrzenną
9,ST5,dr hab.,"Uniwersytet Jagielloński, Wydział Chemii",Poszukiwanie przewodników protonowych MOF z podejściem mechanochemicznym
10,HS4,dr hab.,"Szkoła Główna Handlowa w Warszawie, Kolegium Gospodarki Światowej",Ukryte modele Markowa w analizie zbieżności poziomu dochodów i konwergencji cyklicznej ze szczególnym uwzględnieniem pun...
2,NZ8,dr hab.,"UNIWERSYTET JAGIELLOŃSKI, Wydział Biologii i Nauk o Ziemi",Interakcje roślin inwazyjnych z mikroorganizmami glebowymi
2,ST6,dr hab.,"Politechnika Śląska, Wydział Automatyki, Elektroniki i Informatyki",Algorytmy przetwarzania danych tekstowych
2,ST10,dr hab.,UNIWERSYTET GDAŃSKI,"Zastosowanie dźwięków podwodnych do pasywnego monitoringu procesów cielenia się czoła Lodowca Hansa, Fiord Hornsund, Spi..."
2,HS3,dr hab.,"Uniwersytet Jagielloński, Wydział Historyczny",Sport na polskiej prowincji (1944 - 1989): znaczenia i tożsamości. Studium z antropologii historycznej.
4,HS1,dr hab.,Towarzystwo Naukowe Katolickiego Uniwersytetu Lubelskiego Jana Pawła II,"Świadomość, działanie, wolność - Kartezjusza koncepcja natury ludzkiej"
4,NZ4,dr hab.,"Uniwersytet Warmińsko-Mazurski w Olsztynie, Wydział Nauk Medycznych",Ocena procesów regeneracyjnych w świńskim modelu zwyrodnienia krążków międzykręgowych po transplantacji mezenchymalnych ...
6,HS1,dr hab.,Instytut Studiów Politycznych PAN,"Sekularyzacja myślenia politycznego w Rosji. Przejście od religijnej koncepcji ""właściwego istnienia"" do koncepcji imper..."
9,HS5,dr hab.,Instytut Studiów Politycznych PAN,O ekonomicznych podstawach supremacji geopolitycznej
12,ST9,dr hab.,Centrum Astronomiczne im. Mikołaja Kopernika Polskiej Akademii Nauk,Ewolucja Gromad Gwiazdowych z Wielokrotnymi Populacjami Gwiazd - Rozbudowa Kodu Numerycznego MOCCA oraz Porównanie Wynik...
3,ST5,dr hab.,"Uniwersytet Gdański, Wydział Chemii",Nowe odczynniki do badań immunochemicznych na bazie indykatorów i znaczników akrydynowych połączonych z białkami
3,ST8,dr hab.,"Uniwersytet Łódzki, Wydział Chemii",Badanie zależności między budową chemiczną i topografią powierzchni superhydrofobowych a ich właściwościami przeciwoblod...
4,ST7,dr hab.,"Politechnika Warszawska, Wydział Elektryczny",Metody i algorytmy morfometrii ilościowej w komputerowej analizie obrazów mikroskopowych nowotworów i innych zmian choro...
3,ST10,dr hab.,"Uniwersytet Warszawski, Wydział Geologii","Geochemiczny, petrofizyczny i mineralogiczny zapis zmian paleośrodowiska w czasie zdarzenia Lau (Sylur) na szelfie Balti..."
4,HS2,dr hab.,"Uniwersytet Mikołaja Kopernika, Wydział Nauk Historycznych",Pamięć i widzenie: paradygmaty realizmu w sztukach plastycznych Polski i Europy 1919-1939
2,HS6,dr hab.,"Uniwersytet Łódzki, Wydział Ekonomiczno-Socjologiczny",Cztery dyskursy o nowoczesności - modernizm peryferii na przykładzie Łodzi (XIX-XX wiek).
6,NZ1,dr hab.,Instytut Biologii Doświadczalnej im. M. Nenckiego PAN,Potranslacyjne mechanizmy regulacji aktywności czynników transkrypcyjnych z rodziny Grainyhead-like w kontekście chorób ...
2,HS4,dr hab.,"Politechnika Wrocławska, Wydział Informatyki i Zarządzania",Elastyczne algorytmy problemu rozmieszczania obiektów w zarządzaniu produkcją i logistyce
12,HS4,dr hab.,"Uniwersytet Mikołaja Kopernika, Wydział Nauk Ekonomicznych i Zarządzania","Zespołowe podejmowanie decyzji strategicznych. Uwarunkowania poznawcze, emocjonalne i relacyjne członków zespołów podejm..."
4,HS4,dr hab.,"Uniwersytet Gdański, Wydział Ekonomiczny",Wpływ oddziaływań behawioralnych na przyswajanie instrumentów polityki rozwoju przez małe i średnie przedsiębiorstwa...
2,NZ6,dr hab.,"Uniwersytet Jagielloński, Wydział Biochemii, Biofizyki i Biotechnologii",Wyjaśnienie roli MCPIP1 w mechanizmach regulacji wrodzonego systemu odporności podczas infekcji
3,ST5,dr hab.,"Zachodniopomorski Uniwersytet Technologiczny w Szczecinie, Wydział Technologii i Inżynierii Chemicznej",Badania chiralnych cieczy jonowych oraz układów katalitycznych na bazie chiralnych cieczy jonowych i katalizatorów metal...
4,NZ9,dr hab.,"Uniwersytet Gdański, Międzyuczelniany Wydział Biotechnologii Uniwersytetu Gdańskiego i Gdańskiego Uniwersytetu Medycznego",Czynniki warunkujące aktywność przeciwbakteryjną szczepu Pseudomonas sp. P482 względem bakteryjnych patogenów roślin z r...
2,HS4,dr hab.,"Uniwersytet Ekonomiczny w Krakowie, Wydział Ekonomii i Stosunków Międzynarodowych",Instytucje muzealne z perspektywy ekonomiki kultury
4,HS4,dr hab.,"Akademia Finansów i Biznesu Vistula, Instytut Zarządzania Ryzykiem",Polityka państw przyjmujących wobec bezpośrednich inwestycji zagranicznych (BIZ). Wnioski dla Polski.
5,ST8,dr hab.,"Politechnika Poznańska, Wydział Budowy Maszyn i Zarządzania","Statyka i stateczność metalowych, prostokątnych płyt warstwowych z trapezowo pofałdowanymi rdzeniami"
6,HS5,dr hab.,"Fundacja ""Centrum Europejskie - Natolin""",Wyzwania zarządzania kryzysem w perspektywie ekonomicznej i politologicznej
4,ST5,dr hab.,"Uniwersytet Wrocławski, Wydział Chemii",Poszukiwanie układów o własciwościach katalitycznych powstających w wyniku samorganizacji polipeptydów w wiązki tetrahel...
4,NZ2,dr hab.,"Uniwersytet Gdański, Wydział Biologii",Nowy mechanizm regulacji ekspresji genów kodujących system restrykcyjno-modyfikujący MboII z Moraxella bovis
7,NZ6,dr hab.,"Warszawski Uniwersytet Medyczny, I Wydział Lekarski",Genom modelowego gatunku tasiemca Hymenolepis diminuta - brakujące ogniwo nowoczesnej parazytologii eksperymentalnej.
4,NZ1,dr hab.,"Uniwersytet Marii Curie-Skłodowskiej, Wydział Biologii i Biotechnologii",Mechanizmy adaptacyjne Rhizobium leguminosarum bv. trifolii do warunków stresu środowiskowego i w symbiozie z koniczyną...
4,HS2,dr hab.,"Uniwersytet Warmińsko-Mazurski w Olsztynie, Wydział Humanistyczny",Edycja listów Magdaleny z Czapskich do Hieronima Floriana Radziwiłła
3,ST7,dr hab.,"Politechnika Gdańska, Wydział Elektroniki, Telekomunikacji i Informatyki",Nowe warstwy funkcjonalne dla tlenkowych ogniw paliwowych
4,NZ8,dr hab.,Instytut Paleobiologii im. Romana Kozłowskiego PAN,Początki ssaków w zapisie kopalnym z nowych stanowisk paleontologicznych
5,HS4,dr hab.,"Uniwersytet Ekonomiczny w Poznaniu, Wydział Zarządzania",Kapitał intelektualny powiatów polskich
12,ST10,dr hab.,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Nauk Geograficznych i Geologicznych",Odporność zbiorowisk mchów Sphagnum: reakcja na holoceńskie zmiany klimatu i wpływ na tempo akumulacji węgla w ombrotrof...
6,HS5,dr hab.,"Uniwersytet Łódzki, Wydział Studiów Międzynarodowych i Politologicznych","Wymiary aktywności międzynarodowej władz regionalnych na przykładzie Chińskiej Republiki Ludowej, Republiki Indii i Fede..."
3,HS2,dr hab.,Uniwersytet Mikołaja Kopernika,Listy Świętego Augustyna w perspektywie interdyscyplinarnej
4,ST9,dr hab.,Centrum Badań Kosmicznych PAN,"RESONANCE- badanie fundamentalnych procesów w plazmie okołoziemskiej, multi punktowa nowatorska metoda diagnostyki pól e..."
12,NZ5,dr hab.,"Centrum Onkologii - Instytut im. Marii Skłodowskiej-Curie, Oddział w Gliwicach","Związek wybranych, dziedzicznych czynników genetycznych ze skutecznością leczenia chorych na płaskonabłonkowego raka gło..."
4,HS2,dr hab.,"Uniwersytet Łódzki, Wydział Filologiczny",Pozasystemowe sposoby użytkowania nowych technologii medialnych w okresie schyłkowego PRL
5,HS5,dr hab.,"Uniwersytet Warszawski, Instytut Ameryk i Europy",Wpływ wielkich imprez na rozwój regionalny i lokalny: mechanizm i jego składowe
5,NZ8,dr hab.,Instytut Oceanologii Polskiej Akademii Nauk,Czy rozmiar jest aż tak ważny? Kompleksowa analiza struktury wielkościowej planktonu w europejskiej Arktyce w dobie ocie...
4,ST9,dr hab.,"Uniwersytet Mikołaja Kopernika, Wydział Fizyki, Astronomii i Informatyki Stosowanej",Pensylwańsko-Toruński Projekt Poszukiwań Planet przy gwiazdach zaawansowanych ewolucyjnie
10,ST9,dr hab.,"Uniwersytet Mikołaja Kopernika, Wydział Fizyki, Astronomii i Informatyki Stosowanej",Planety innych słońc.
5,NZ3,dr hab.,Instytut Biochemii i Biofizyki PAN,"Dodekahedron adenowirusa - poliwalencyjny, białkowy biodegradowalny wektor dostarczenia wewnątrzkomórkowego"
3,NZ9,dr hab.,Instytut Ogrodnictwa,Identyfikacja genów Erwinia amylovora włączanych podczas procesu infekcji i rozwoju choroby (zarazy ogniowej)
5,NZ9,dr hab.,Instytut Ogrodnictwa,Analiza zróżnicowania genetycznego nowych w Polsce wirulentnych szczepów Venturia inaequalis - sprawcy parcha jabłoni - ...
5,NZ9,dr hab.,"Politechnika Łódzka, Wydział Biotechnologii i Nauk o Żywności",Badania aktywności przeciwgrzybowej bakterii z rodzaju Lactobacillus w obecności polifenoli i polioli
5,ST5,dr hab.,"Uniwersytet Warszawski, Centrum Nowych Technologii Uniwersytetu Warszawskiego",Nowe metody znakowania końca 5' mRNA oraz przykłady ich wykorzystania w badaniach metabolizmu RNA i poszukiwaniu inhibit...
4,HS4,dr hab.,"Uniwersytet Jagielloński, Wydział Zarządzania i Komunikacji Społecznej",Nieodpłatna pomoc prawna w Polsce w z perspektywy ekonomicznej analizy prawa. Stan obecny i rekomendowany
6,HS3,dr hab.,"Uniwersytet Łódzki, Wydział Nauk Geograficznych",Uwarunkowania środowiskowe rozwoju średniowiecznego ośrodka grodowego w Rozprzy w Polsce Środkowej w świetle badań multi...
4,HS5,dr hab.,"Uniwersytet Jagielloński, Wydział Studiów Międzynarodowych i Politycznych",Erytrea i jej destabilizujący wpływ na sytuację polityczną w Rogu Afryki
2,ST10,dr hab.,"Uniwersytet im. Adama Mickiewicza, Wydział Nauk Geograficznych i Geologicznych",Reakcje kriosfery w kontrastowych warunkach wysokarktycznych Svalbardu na tle zmian środowiskowych
5,ST5,dr hab.,"Uniwersytet Warszawski, Wydział Chemii",STRUKTURA i DYNAMIKA ZAADSORBOWANYCH WARSTW POLIMEROWYCH
5,HS6,dr hab.,"Uniwersytet Jagielloński, Wydział Filozoficzny",Wpływ sposobów przesłuchiwania na wiarygodność zeznań świadków
12,HS6,dr hab.,"Uniwersytet Jagielloński, Wydział Filozoficzny","Wyznaczniki, korelaty i mechanizmy sugestialności interrogatywnej"
3,NZ8,dr hab.,"Uniwersytet Mikołaja Kopernika, Wydział Biologii i Ochrony Środowiska","Preferencje siedliskowe pontokaspijskich gatunków kiełży (Crustacea, Amphipoda), inwazyjnych w wodach Europy"
5,HS4,dr hab.,"Uniwersytet Mikołaja Kopernika, Wydział Nauk Ekonomicznych i Zarządzania","Innowacyjność małych i średnich przedsiębiorstw w dobie kryzysu gospodarczego - uwarunkowania, trendy i modele"
5,HS2,dr hab.,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Anglistyki",Wypracowanie standardów metodologicznych dla badań nad użyciem słowników internetowych
